0	-0.109454989
0.005	-0.109457374
0.01	-0.109445453
0.015	-0.109414458
0.02	-0.109396577
0.025	-0.109405518
0.03	-0.109371543
0.035	-0.109352469
0.04	-0.109401345
0.045	-0.109342337
0.05	-0.109404325
0.055	-0.10943234
0.06	-0.109419227
0.065	-0.109446049
0.07	-0.109436512
0.075	-0.109548569
0.08	-0.10945797
0.085	-0.10941565
0.09	-0.109445453
0.095	-0.109345913
0.1	-0.10940969
0.105	-0.109354258
0.11	-0.109336376
0.115	-0.1094383
0.12	-0.109410882
0.125	-0.109437704
0.13	-0.109458566
0.135	-0.109448433
0.14	-0.109408498
0.145	-0.109367967
0.15	-0.109438896
0.155	-0.109425187
0.16	-0.109347105
0.165	-0.109401345
0.17	-0.109395981
0.175	-0.109298825
0.18	-0.109347701
0.185	-0.109401941
0.19	-0.109440088
0.195	-0.109451413
0.2	-0.109454989
0.205	-0.109579563
0.21	-0.109483004
0.215	-0.109454393
0.22	-0.109558702
0.225	-0.109447837
0.23	-0.109481215
0.235	-0.109426975
0.24	-0.109346509
0.245	-0.109415054
0.25	-0.109329224
0.255	-0.109365582
0.26	-0.109370947
0.265	-0.109356046
0.27	-0.109469295
0.275	-0.109423995
0.28	-0.109452009
0.285	-0.109459162
0.29	-0.109397769
0.295	-0.109449029
0.3	-0.109393597
0.305	-0.109345317
0.31	-0.109376907
0.315	-0.109395981
0.32	-0.109375119
0.325	-0.109353065
0.33	-0.109408498
0.335	-0.109421015
0.34	-0.109403729
0.345	-0.109443069
0.35	-0.109421611
0.355	-0.109393597
0.36	-0.109456182
0.365	-0.109400153
0.37	-0.109367371
0.375	-0.109394789
0.38	-0.109382868
0.385	-0.109423399
0.39	-0.109369755
0.395	-0.109443069
0.4	-0.109450817
0.405	-0.10943532
0.41	-0.109559894
0.415	-0.109434724
0.42	-0.109480023
0.425	-0.109507442
0.43	-0.109422803
0.435	-0.109429955
0.44	-0.109388828
0.445	-0.109491944
0.45	-0.109375119
0.455	-0.109378695
0.46	-0.109488368
0.465	-0.109357238
0.47	-0.109439492
0.475	-0.109447241
0.48	-0.109425783
0.485	-0.10944128
0.49	-0.109397769
0.495	-0.109413862
0.5	-0.109397173
0.505	-0.109378099
0.51	-0.109330416
0.515	-0.109364986
0.52	-0.109362602
0.525	-0.109369755
0.53	-0.109391809
0.535	-0.109388828
0.54	-0.109459758
0.545	-0.109391212
0.55	-0.109429955
0.555	-0.109470487
0.56	-0.109465718
0.565	-0.109458566
0.57	-0.109407306
0.575	-0.109508634
0.58	-0.10938406
0.585	-0.109349489
0.59	-0.10940969
0.595	-0.109348893
0.6	-0.109432936
0.605	-0.109336376
0.61	-0.109356046
0.615	-0.109424591
0.62	-0.109344125
0.625	-0.109408498
0.63	-0.109404922
0.635	-0.109448433
0.64	-0.10946095
0.645	-0.109415054
0.65	-0.109469891
0.655	-0.109434724
0.66	-0.109416842
0.665	-0.109421611
0.67	-0.109402537
0.675	-0.109429955
0.68	-0.109449029
0.685	-0.109447241
0.69	-0.109453201
0.695	-0.109429359
0.7	-0.109410882
0.705	-0.109470487
0.71	-0.10946393
0.715	-0.109395981
0.72	-0.109411478
0.725	-0.109432936
0.73	-0.109390616
0.735	-0.109389424
0.74	-0.109391212
0.745	-0.109426379
0.75	-0.109454393
0.755	-0.109419227
0.76	-0.109435916
0.765	-0.109398365
0.77	-0.109418631
0.775	-0.109378695
0.78	-0.109388232
0.785	-0.109494328
0.79	-0.109400153
0.795	-0.109442472
0.8	-0.109432936
0.805	-0.109382272
0.81	-0.109407306
0.815	-0.109364986
0.82	-0.109436512
0.825	-0.109392405
0.83	-0.109383464
0.835	-0.10946393
0.84	-0.109394193
0.845	-0.109373927
0.85	-0.10943234
0.855	-0.109474063
0.86	-0.109468699
0.865	-0.109442472
0.87	-0.109468102
0.875	-0.109410882
0.88	-0.109374523
0.885	-0.109445453
0.89	-0.109395981
0.895	-0.109393001
0.9	-0.109412074
0.905	-0.109412074
0.91	-0.109413862
0.915	-0.109350681
0.92	-0.109364986
0.925	-0.109376907
0.93	-0.10944128
0.935	-0.109396577
0.94	-0.109400153
0.945	-0.109480023
0.95	-0.109382272
0.955	-0.109426975
0.96	-0.10941565
0.965	-0.109433532
0.97	-0.10940671
0.975	-0.109348893
0.98	-0.109490156
0.985	-0.109393597
0.99	-0.109400153
0.995	-0.109463334
1	-0.109389424
1.005	-0.10941565
1.01	-0.109400153
1.015	-0.109463334
1.02	-0.109488964
1.025	-0.109393001
1.03	-0.10940671
1.035	-0.10941565
1.04	-0.109373331
1.045	-0.109388232
1.05	-0.109363794
1.055	-0.109382272
1.06	-0.10943532
1.065	-0.109408498
1.07	-0.10946393
1.075	-0.109501481
1.08	-0.109421611
1.085	-0.109423399
1.09	-0.109418035
1.095	-0.109413862
1.1	-0.109428167
1.105	-0.109357834
1.11	-0.109490156
1.115	-0.109453797
1.12	-0.109328628
1.125	-0.109465122
1.13	-0.109387636
1.135	-0.109419227
1.14	-0.109421015
1.145	-0.109399557
1.15	-0.109509826
1.155	-0.109336376
1.16	-0.109391212
1.165	-0.109452605
1.17	-0.109333992
1.175	-0.109368563
1.18	-0.109395385
1.185	-0.109440088
1.19	-0.109462142
1.195	-0.109465122
1.2	-0.10945797
1.205	-0.109477043
1.21	-0.109454393
1.215	-0.109391809
1.22	-0.109422207
1.225	-0.109458566
1.23	-0.10944128
1.235	-0.10940671
1.24	-0.109416842
1.245	-0.109400749
1.25	-0.109356642
1.255	-0.109395981
1.26	-0.109444261
1.265	-0.109369159
1.27	-0.109413266
1.275	-0.109452605
1.28	-0.109395385
1.285	-0.109410882
1.29	-0.10936439
1.295	-0.109440684
1.3	-0.10940671
1.305	-0.109396577
1.31	-0.109477043
1.315	-0.109400153
1.32	-0.109446645
1.325	-0.109392405
1.33	-0.10945797
1.335	-0.10949254
1.34	-0.109381676
1.345	-0.109448433
1.35	-0.109419823
1.355	-0.109437108
1.36	-0.109384656
1.365	-0.1093328
1.37	-0.109423399
1.375	-0.109388232
1.38	-0.109394789
1.385	-0.109476447
1.39	-0.109445453
1.395	-0.10941565
1.4	-0.109426975
1.405	-0.109393597
1.41	-0.109440684
1.415	-0.10936439
1.42	-0.109347701
1.425	-0.109490752
1.43	-0.109379292
1.435	-0.109366775
1.44	-0.109425187
1.445	-0.109371543
1.45	-0.10940969
1.455	-0.109370351
1.46	-0.109407306
1.465	-0.109461546
1.47	-0.109384656
1.475	-0.109484196
1.48	-0.109443069
1.485	-0.109370947
1.49	-0.109470487
1.495	-0.10936439
1.5	-0.109427571
1.505	-0.109481812
1.51	-0.109376907
1.515	-0.109481812
1.52	-0.109462738
1.525	-0.109422803
1.53	-0.109446645
1.535	-0.109417439
1.54	-0.109467506
1.545	-0.109424591
1.55	-0.109366179
1.555	-0.10940969
1.56	-0.109372735
1.565	-0.109413862
1.57	-0.109502077
1.575	-0.109422803
1.58	-0.109418035
1.585	-0.109421015
1.59	-0.109351277
1.595	-0.109385252
1.6	-0.109397173
1.605	-0.109364986
1.61	-0.109393597
1.615	-0.109443665
1.62	-0.10943234
1.625	-0.109364986
1.63	-0.109397769
1.635	-0.109397173
1.64	-0.109336376
1.645	-0.109443665
1.65	-0.109428763
1.655	-0.109405518
1.66	-0.109454393
1.665	-0.109434128
1.67	-0.109417439
1.675	-0.109370351
1.68	-0.109477043
1.685	-0.109434724
1.69	-0.1094383
1.695	-0.109521747
1.7	-0.10940969
1.705	-0.1094383
1.71	-0.109347701
1.715	-0.109333992
1.72	-0.109403133
1.725	-0.109354258
1.73	-0.109419823
