0	-0.169225931
0.005	-0.169389844
0.01	-0.169331431
0.015	-0.169212222
0.02	-0.169248581
0.025	-0.169391632
0.03	-0.169215798
0.035	-0.169035196
0.04	-0.169286728
0.045	-0.169210434
0.05	-0.169067979
0.055	-0.169322491
0.06	-0.169218183
0.065	-0.169338584
0.07	-0.169202089
0.075	-0.169144273
0.08	-0.169500709
0.085	-0.169193149
0.09	-0.169170499
0.095	-0.169241428
0.1	-0.169289112
0.105	-0.169321299
0.11	-0.169146657
0.115	-0.169201493
0.12	-0.169295669
0.125	-0.169249773
0.13	-0.169088244
0.135	-0.16933918
0.14	-0.169227719
0.145	-0.169205666
0.15	-0.169396996
0.155	-0.169157982
0.16	-0.16928792
0.165	-0.169175267
0.17	-0.169176459
0.175	-0.169289708
0.18	-0.169113874
0.185	-0.16910851
0.19	-0.169332623
0.195	-0.169256926
0.2	-0.168976188
0.205	-0.169334412
0.21	-0.169230103
0.215	-0.16919136
0.22	-0.169343352
0.225	-0.169276595
0.23	-0.169421434
0.235	-0.169106126
0.24	-0.169300437
0.245	-0.169433355
0.25	-0.169162154
0.255	-0.169230103
0.26	-0.169382691
0.265	-0.169367194
0.27	-0.169138908
0.275	-0.169281363
0.28	-0.169343948
0.285	-0.169171691
0.29	-0.169035196
0.295	-0.169400573
0.3	-0.169345737
0.305	-0.169070363
0.31	-0.169326663
0.315	-0.169237852
0.32	-0.169311166
0.325	-0.169041753
0.33	-0.169161558
0.335	-0.169308782
0.34	-0.16921103
0.345	-0.169298053
0.35	-0.169191957
0.355	-0.169399381
0.36	-0.169097185
0.365	-0.16934514
0.37	-0.169249773
0.375	-0.169040561
0.38	-0.169376135
0.385	-0.169183016
0.39	-0.169292092
0.395	-0.169172883
0.4	-0.169220567
0.405	-0.169289112
0.41	-0.16935885
0.415	-0.169094801
0.42	-0.169219971
0.425	-0.169554949
0.43	-0.168960094
0.435	-0.169361234
0.44	-0.169285536
0.445	-0.169012547
0.45	-0.169399381
0.455	-0.169071555
0.46	-0.169142485
0.465	-0.169326663
0.47	-0.169009566
0.475	-0.16930759
0.48	-0.169448256
0.485	-0.168985128
0.49	-0.169396996
0.495	-0.16933918
0.5	-0.169144869
0.505	-0.16936183
0.51	-0.169026852
0.515	-0.169419646
0.52	-0.169300437
0.525	-0.169036388
0.53	-0.169391632
0.535	-0.16920507
0.54	-0.169245601
0.545	-0.169221759
0.55	-0.169203877
0.555	-0.169317722
0.56	-0.169244409
0.565	-0.169224143
0.57	-0.169315934
0.575	-0.169245005
0.58	-0.169185996
0.585	-0.169451237
0.59	-0.169261694
0.595	-0.169172883
0.6	-0.169327855
0.605	-0.169311762
0.61	-0.1691854
0.615	-0.169138908
0.62	-0.169221759
0.625	-0.169293284
0.63	-0.16928494
0.635	-0.168988109
0.64	-0.16949296
0.645	-0.16926825
0.65	-0.168952346
0.655	-0.16953826
0.66	-0.169145465
0.665	-0.169243217
0.67	-0.169253945
0.675	-0.169205666
0.68	-0.169349313
0.685	-0.169122815
0.69	-0.169219375
0.695	-0.169366598
0.7	-0.169302225
0.705	-0.168989897
0.71	-0.169530511
0.715	-0.16931057
0.72	-0.1689744
0.725	-0.16944766
0.73	-0.169119239
0.735	-0.169315934
0.74	-0.16924262
0.745	-0.169055462
0.75	-0.169364214
